date,close,prophet1,prophet2,prophet3,prophet4,prophet5
2017-03-21,16870.5,16983.37,16760.71,16994.11,16680.2,16936.69
2017-03-22,16903.15,17039.73,16831.57,17198.51,16751.29,17002.67
2017-03-23,17279.11,17447.66,17231.59,17519.62,17081.67,17423.0
2017-03-24,17141.72,17316.34,16996.26,17371.37,16978.06,17290.15
2017-03-27,17000.08,17131.65,16929.0,17241.53,16826.67,17105.08
2017-03-28,16900.18,17150.69,16806.32,17138.58,16738.44,17044.14
2017-03-29,16546.67,16762.32,16467.69,16815.13,16365.99,16658.4
2017-03-30,16461.55,16645.99,16394.36,16657.13,16285.77,16584.13
2017-03-31,16338.69,16504.43,16250.85,16548.56,16178.44,16502.89
2017-04-03,16364.92,16521.62,16279.71,16621.63,16207.89,16525.59
2017-04-04,16422.59,16555.55,16333.45,16689.39,16258.22,16521.22
2017-04-05,16735.28,16905.23,16684.09,17007.79,16625.01,16833.78
2017-04-06,16896.79,17074.47,16826.46,17123.64,16694.34,17018.07
2017-04-07,16801.27,16927.56,16724.68,17020.42,16631.1,16934.78
2017-04-10,16652.67,16830.32,16527.07,16885.58,16433.73,16763.98
2017-04-11,16736.46,16898.63,16640.11,16995.54,16581.55,16905.19
2017-04-12,16518.6,16620.76,16465.7,16815.46,16316.57,16662.23
2017-04-13,16825.61,16964.91,16742.75,17009.09,16647.98,16973.88
2017-04-14,17026.93,17183.12,16964.26,17274.82,16843.99,17120.02
2017-04-17,16948.93,17182.4,16924.06,17157.99,16788.96,17124.09
2017-04-18,16662.71,16847.88,16614.01,16857.59,16477.66,16702.03
2017-04-19,16891.52,17015.32,16810.21,17177.56,16702.5,17054.83
2017-04-20,16873.87,17059.01,16772.26,17145.36,16753.59,17040.4
2017-04-21,17085.75,17203.73,16913.06,17357.39,16924.61,17207.66
2017-04-24,16817.17,17021.76,16727.42,17100.41,16630.13,16994.52
2017-04-25,16718.34,16869.78,16623.85,16953.08,16542.77,16849.98
2017-04-26,16720.89,16884.97,16650.34,16957.24,16608.71,16856.75
2017-04-27,16730.42,16942.09,16641.62,17054.52,16555.25,16875.63
2017-04-28,16656.96,16780.65,16563.0,16898.6,16467.43,16896.37
2017-05-01,16762.71,16883.5,16619.24,17038.8,16572.12,16941.88
2017-05-02,16586.36,16732.86,16472.24,16835.36,16402.28,16742.31
2017-05-03,16564.41,16764.46,16497.38,16751.65,16379.08,16666.69
2017-05-04,16586.01,16701.47,16560.0,16766.98,16377.7,16723.46
2017-05-05,16673.22,16745.51,16586.61,16904.01,16469.0,16779.49
2017-05-08,16793.98,16946.76,16721.02,17081.36,16598.18,16955.94
2017-05-09,16607.82,16792.23,16556.42,16883.12,16461.39,16745.35
2017-05-10,16356.62,16559.45,16248.31,16631.87,16180.58,16450.69
2017-05-11,16568.6,16718.94,16497.91,16784.42,16396.05,16703.84
2017-05-12,16625.41,16777.99,16517.67,16928.53,16501.39,16730.17
2017-05-15,16503.09,16706.21,16449.12,16718.79,16380.8,16640.11
2017-05-16,16762.75,16867.69,16684.01,17021.33,16585.66,16868.05
2017-05-17,16783.83,16938.63,16709.93,17035.24,16594.82,16919.02
2017-05-18,16984.63,17160.95,16873.12,17233.49,16785.42,17146.0
2017-05-19,16997.8,17183.05,16936.85,17298.28,16851.38,17131.98
2017-05-22,17353.45,17509.3,17339.04,17589.28,17172.82,17478.72
2017-05-23,17662.52,17840.36,17538.6,17879.78,17472.24,17811.0
2017-05-24,17620.37,17708.88,17520.29,17885.38,17415.49,17785.9
2017-05-25,17794.17,17948.69,17713.44,18046.86,17588.84,17897.12
2017-05-26,17911.17,18106.53,17849.79,18300.83,17743.53,18063.8
2017-05-29,18159.81,18305.74,18048.69,18456.78,17930.44,18352.95
2017-05-30,17987.23,18169.22,17795.37,18242.31,17843.14,18151.76
2017-05-31,18112.86,18310.18,18071.54,18346.3,17912.4,18259.86
2017-06-01,18307.42,18477.96,18243.73,18513.19,18118.87,18477.31
2017-06-02,17990.06,18176.09,17837.4,18223.02,17762.05,18150.26
2017-06-05,17780.22,17923.79,17669.71,18051.01,17601.98,17949.26
2017-06-06,17423.06,17590.09,17390.59,17734.14,17237.38,17491.91
2017-06-07,17377.92,17572.91,17341.35,17677.57,17202.4,17462.95
2017-06-08,17504.81,17685.35,17450.15,17775.4,17381.29,17680.03
2017-06-09,17771.56,17928.43,17676.44,18026.64,17600.16,17860.23
2017-06-12,17786.51,17972.35,17700.53,18062.87,17580.38,17943.08
2017-06-13,18080.36,18287.01,17985.23,18332.81,17873.84,18212.27
2017-06-14,17834.33,17939.56,17785.4,18163.14,17677.22,17941.47
2017-06-15,17534.87,17750.87,17416.48,17791.26,17405.07,17687.41
2017-06-16,17526.89,17690.37,17411.01,17786.76,17361.5,17674.15
2017-06-19,17596.09,17787.02,17543.66,17782.05,17444.37,17811.13
2017-06-20,17592.1,17810.14,17502.58,17849.1,17437.63,17710.85
2017-06-21,17233.85,17358.91,17195.19,17521.19,17110.42,17421.36
2017-06-22,17220.22,17367.99,17110.99,17441.75,16980.87,17370.12
2017-06-23,16998.74,17158.92,16911.89,17228.2,16851.44,17112.26
2017-06-26,17114.67,17258.99,16997.53,17398.53,16977.2,17278.95
2017-06-27,17179.25,17410.65,17093.61,17386.2,16961.46,17336.12
2017-06-28,17020.24,17161.28,16884.81,17311.55,16819.89,17157.62
2017-06-29,16934.7,17085.23,16833.51,17170.7,16736.54,17079.2
2017-06-30,16757.95,16932.38,16626.02,16996.29,16565.94,16872.0
2017-07-03,16749.12,16876.34,16688.62,16962.71,16565.49,16855.45
2017-07-04,16911.56,17067.29,16851.24,17178.02,16750.65,17072.54
2017-07-05,16747.35,16925.45,16605.66,17080.95,16608.87,16873.83
2017-07-06,16833.66,16990.79,16794.4,17112.47,16701.73,16965.63
2017-07-07,16746.31,16910.64,16746.22,16968.56,16550.78,16889.65
2017-07-10,16615.72,16764.28,16534.17,16902.69,16421.49,16757.46
2017-07-11,16599.6,16715.32,16495.32,16838.08,16477.29,16684.95
2017-07-12,16430.29,16605.16,16440.94,16721.91,16287.24,16604.0
2017-07-13,16341.21,16561.97,16216.39,16612.69,16180.5,16475.9
2017-07-14,16148.24,16310.32,16068.15,16295.41,16002.05,16270.88
2017-07-17,16470.29,16642.42,16393.86,16684.27,16304.61,16616.25
2017-07-18,16477.75,16665.36,16439.69,16756.04,16330.26,16617.37
2017-07-19,16364.49,16486.59,16294.44,16614.92,16189.85,16520.51
2017-07-20,16401.18,16621.04,16302.82,16613.62,16245.99,16550.04
2017-07-21,16384.41,16554.88,16271.32,16609.41,16171.07,16539.01
2017-07-24,16349.88,16566.74,16256.95,16532.79,16163.89,16524.86
2017-07-25,16452.25,16592.65,16336.86,16696.13,16265.45,16612.94
2017-07-26,16579.01,16805.08,16497.7,16900.99,16400.8,16706.32
2017-07-27,16492.94,16683.44,16391.86,16766.88,16297.45,16587.84
2017-07-28,16399.88,16582.02,16268.88,16717.72,16218.38,16585.78
2017-07-31,16356.47,16527.69,16315.75,16630.68,16143.37,16479.55
2017-08-01,15985.86,16137.77,15890.02,16258.49,15843.54,16098.62
2017-08-02,15747.04,15942.32,15628.37,16045.42,15586.97,15818.32
2017-08-03,15965.36,16129.49,15880.16,16216.88,15751.26,16103.89
2017-08-04,16231.78,16330.24,16152.84,16469.18,16042.36,16366.46
2017-08-07,16193.02,16318.77,16055.5,16469.36,16041.99,16273.5
2017-08-08,16288.28,16445.11,16217.65,16579.97,16107.71,16433.36
2017-08-09,16340.69,16514.23,16224.77,16570.12,16154.51,16455.14
2017-08-10,16853.32,17019.94,16826.72,17081.79,16682.27,17078.82
2017-08-11,17044.77,17256.77,16977.4,17305.17,16886.03,17161.71
2017-08-14,17024.68,17128.49,16925.94,17308.36,16805.52,17146.06
2017-08-15,16864.46,17037.95,16755.01,17144.35,16714.37,16969.87
2017-08-16,16597.37,16702.99,16510.9,16799.05,16404.83,16772.57
2017-08-17,16632.83,16824.44,16570.06,16945.92,16465.91,16753.5
2017-08-18,16509.16,16671.13,16425.77,16735.62,16342.9,16617.3
2017-08-21,16277.65,16454.08,16189.19,16513.18,16097.71,16430.88
2017-08-22,16174.36,16308.15,16095.37,16387.77,15979.5,16259.1
2017-08-23,16001.96,16202.93,15902.63,16328.35,15832.8,16149.99
2017-08-24,16275.86,16472.53,16183.31,16527.88,16166.01,16464.05
2017-08-25,16421.63,16605.01,16271.02,16640.0,16212.69,16571.61
2017-08-28,16421.96,16581.93,16371.83,16696.67,16313.32,16574.29
2017-08-29,16668.47,16854.49,16595.09,16944.14,16493.13,16830.82
2017-08-30,16683.04,16826.29,16573.82,16927.02,16517.39,16873.55
2017-08-31,16541.62,16735.34,16521.73,16817.56,16340.26,16713.98
2017-09-01,16797.18,17020.57,16716.12,17021.41,16603.3,16946.33
2017-09-04,16889.64,17094.7,16770.19,17126.33,16703.75,17055.29
2017-09-05,16717.03,16859.8,16662.09,16900.57,16514.89,16821.14
2017-09-06,16686.91,16865.84,16616.76,16893.02,16513.06,16846.31
2017-09-07,16543.08,16665.73,16473.42,16851.04,16364.19,16642.16
2017-09-08,16317.53,16499.39,16222.05,16615.86,16214.76,16436.1
2017-09-11,16471.01,16650.57,16403.5,16720.24,16267.89,16501.23
2017-09-12,16790.21,16895.33,16697.47,17097.91,16625.76,16938.01
2017-09-13,16558.68,16685.79,16494.3,16801.76,16401.3,16669.83
2017-09-14,16653.83,16810.94,16507.11,16895.53,16451.64,16824.07
2017-09-15,16547.48,16703.0,16450.38,16797.56,16404.73,16692.77
2017-09-18,16468.71,16593.56,16443.09,16711.63,16290.91,16637.49
2017-09-19,16373.08,16549.55,16266.1,16611.63,16127.73,16468.58
2017-09-20,16233.85,16404.35,16133.08,16514.48,16092.94,16397.44
2017-09-21,16243.35,16399.48,16147.58,16491.88,16044.63,16441.71
2017-09-22,16110.55,16247.3,15990.85,16375.16,15915.68,16264.06
2017-09-25,16155.8,16351.24,16003.66,16431.46,16016.47,16310.58
2017-09-26,16149.3,16364.26,16061.1,16404.07,15976.59,16283.97
2017-09-27,16112.37,16257.91,16036.18,16322.78,15980.82,16224.36
2017-09-28,15968.39,16108.53,15886.88,16164.71,15847.36,16120.45
2017-09-29,15878.15,16052.53,15794.15,16121.04,15698.88,15957.34
2017-10-02,16000.14,16148.69,15921.52,16234.66,15865.53,16114.77
2017-10-03,16082.1,16238.44,16034.59,16326.14,15896.98,16153.79
2017-10-04,15927.25,16110.08,15841.54,16165.64,15839.11,16032.25
2017-10-05,15944.67,16043.23,15846.64,16266.23,15763.12,16092.7
2017-10-06,16066.53,16269.56,15977.17,16264.79,15938.84,16211.3
2017-10-09,15802.12,15962.44,15741.42,15976.26,15670.77,15930.15
2017-10-10,15889.81,16035.63,15855.23,16138.72,15740.96,16022.34
2017-10-11,15786.45,15941.49,15687.68,16011.36,15607.41,15853.2
2017-10-12,15878.37,16035.96,15802.12,16126.58,15714.78,15993.56
2017-10-13,15759.21,15862.24,15691.08,16014.0,15533.74,15863.81
2017-10-16,15478.88,15679.95,15370.75,15750.81,15331.04,15582.3
2017-10-17,15230.51,15384.08,15154.98,15413.06,15088.86,15370.62
2017-10-18,15239.36,15405.26,15118.49,15450.98,15091.04,15335.05
2017-10-19,15280.52,15462.41,15150.06,15522.83,15036.85,15384.29
2017-10-20,15144.47,15264.99,15079.86,15394.98,14954.7,15202.42
2017-10-23,15243.02,15409.88,15155.1,15538.53,15067.78,15356.0
2017-10-24,14993.35,15135.25,14924.44,15246.9,14852.16,15080.67
2017-10-25,14984.94,15160.17,14909.48,15208.01,14843.76,15107.19
2017-10-26,14806.04,14891.11,14703.1,15001.77,14652.94,14896.33
2017-10-27,14711.32,14855.52,14636.43,14915.39,14582.9,14832.09
2017-10-30,14719.77,14849.22,14609.86,14923.11,14542.36,14833.26
2017-10-31,14595.12,14753.69,14562.74,14833.17,14466.98,14760.69
2017-11-01,14540.55,14699.63,14428.42,14766.13,14408.95,14671.34
2017-11-02,14689.08,14815.18,14609.88,14870.53,14553.28,14752.55
2017-11-03,14606.04,14731.3,14502.57,14812.4,14454.67,14685.94
2017-11-06,14730.09,14874.13,14673.25,14976.9,14636.72,14849.56
2017-11-07,14566.08,14685.62,14483.59,14794.81,14434.78,14655.52
2017-11-08,14644.92,14816.03,14556.5,14881.25,14470.11,14675.13
2017-11-09,14859.05,14996.67,14810.11,15093.31,14717.84,15018.03
2017-11-10,14497.74,14558.43,14426.1,14762.36,14374.58,14634.6
2017-11-13,14384.1,14517.16,14327.05,14606.66,14223.34,14514.16
2017-11-14,14468.8,14583.43,14368.06,14674.66,14355.63,14566.97
2017-11-15,14440.89,14538.19,14328.11,14631.06,14307.52,14568.77
2017-11-16,14496.04,14605.12,14426.67,14720.72,14283.16,14591.59
2017-11-17,14410.19,14557.44,14328.95,14556.0,14274.72,14531.37
2017-11-20,14424.11,14606.68,14370.07,14635.16,14268.16,14512.95
2017-11-21,14403.12,14556.17,14328.8,14613.23,14274.56,14562.02
2017-11-22,14573.76,14701.82,14506.87,14752.59,14455.54,14644.58
2017-11-23,14612.34,14771.79,14491.84,14804.4,14471.92,14765.26
2017-11-24,14663.23,14796.39,14645.29,14906.92,14565.43,14781.67
2017-11-27,14604.42,14730.17,14526.6,14830.22,14453.15,14706.95
2017-11-28,14534.83,14646.62,14482.44,14755.81,14407.65,14655.96
2017-11-29,14473.54,14567.57,14376.97,14699.51,14352.11,14610.56
2017-11-30,14532.2,14666.19,14468.49,14752.87,14384.05,14688.18
2017-12-01,14472.6,14621.9,14362.52,14725.66,14350.41,14597.44
2017-12-04,14516.05,14658.4,14456.59,14737.37,14353.62,14606.32
2017-12-05,14821.94,14957.83,14737.28,15001.05,14661.2,14942.17
2017-12-06,14953.12,15074.37,14879.23,15226.17,14764.34,15127.08
2017-12-07,14905.94,15073.13,14852.22,15140.57,14764.08,15065.36
2017-12-08,15087.58,15198.71,14974.95,15296.11,14946.52,15235.7
2017-12-11,15027.64,15201.24,14931.93,15215.38,14912.81,15171.78
2017-12-12,14725.93,14843.67,14665.77,14958.48,14601.97,14864.34
2017-12-13,14579.68,14703.54,14567.97,14794.96,14425.58,14730.11
2017-12-14,14310.89,14412.02,14235.39,14570.61,14134.06,14412.31
2017-12-15,14262.1,14390.42,14207.66,14466.17,14131.83,14337.55
2017-12-18,14266.16,14436.65,14191.78,14456.26,14155.19,14382.26
2017-12-19,14508.79,14668.84,14492.6,14752.41,14385.61,14601.13
2017-12-20,14557.75,14731.82,14434.09,14803.06,14443.75,14643.5
2017-12-21,14527.35,14687.79,14457.46,14750.16,14375.92,14622.64
2017-12-22,14649.8,14763.96,14528.93,14889.37,14489.63,14839.82
2017-12-25,14330.86,14464.69,14187.37,14544.75,14166.43,14449.41
2017-12-26,14366.11,14487.35,14302.82,14588.32,14220.84,14491.43
2017-12-27,14478.72,14662.04,14410.37,14729.64,14331.66,14559.16
2017-12-28,14267.65,14376.17,14188.18,14499.5,14130.87,14329.17
2017-12-29,14433.21,14603.34,14357.98,14644.82,14285.15,14525.04
2018-01-01,14483.6,14654.3,14500.93,14740.03,14334.89,14641.13
2018-01-02,14425.02,14622.05,14345.44,14573.17,14258.36,14550.06
2018-01-03,14518.04,14651.32,14460.26,14795.39,14400.2,14651.56
2018-01-04,14852.95,15022.64,14759.4,15025.07,14706.7,14993.72
2018-01-05,14881.48,15098.2,14815.86,15086.04,14727.47,14982.93
2018-01-08,14919.96,15050.73,14838.25,15142.53,14748.45,15080.73
2018-01-09,14853.06,14955.99,14766.6,15071.51,14664.97,14953.09
2018-01-10,14728.84,14820.75,14708.78,14979.42,14620.08,14888.1
2018-01-11,14853.14,15022.84,14813.84,15044.51,14721.08,14985.1
2018-01-12,14728.0,14819.81,14658.38,14956.6,14532.88,14793.12
2018-01-15,14740.01,14876.44,14598.39,14944.07,14615.11,14835.88
2018-01-16,14671.24,14830.79,14587.29,14899.97,14551.6,14736.24
2018-01-17,14743.16,14896.05,14749.14,14962.39,14599.39,14895.4
2018-01-18,14793.91,14954.44,14713.12,15018.57,14693.26,14911.53
2018-01-19,14949.7,15105.84,14907.93,15157.5,14806.68,15002.67
2018-01-22,14875.13,15061.93,14843.66,15083.09,14684.23,15005.31
2018-01-23,14836.53,14956.63,14768.84,15067.6,14699.0,14939.28
2018-01-24,14693.49,14820.53,14595.28,14941.62,14553.75,14767.43
2018-01-25,14629.82,14753.51,14485.41,14831.76,14465.86,14795.95
2018-01-26,14686.59,14857.84,14633.25,14881.37,14556.57,14807.23
2018-01-29,14799.66,14974.31,14701.55,15039.82,14602.31,14909.38
2018-01-30,14665.28,14825.17,14597.12,14884.31,14547.68,14770.89
2018-01-31,14794.85,14977.81,14683.89,15041.34,14620.91,14868.43
2018-02-01,14998.28,15112.92,14915.33,15196.08,14818.75,15079.13
2018-02-02,15061.92,15262.76,14987.62,15234.24,14907.87,15221.12
2018-02-05,15348.8,15549.05,15280.31,15562.67,15208.61,15457.05
2018-02-06,15232.02,15406.75,15121.9,15437.15,15084.69,15354.55
2018-02-07,15045.11,15249.18,15005.9,15268.42,14872.31,15103.96
2018-02-08,14781.34,14880.18,14689.79,14984.24,14618.57,14860.63
2018-02-09,15005.64,15139.96,14880.36,15252.97,14821.58,15143.99
2018-02-12,15105.67,15234.51,15026.85,15323.55,14947.82,15237.92
2018-02-13,15098.78,15271.56,15024.33,15329.81,14980.26,15272.52
2018-02-14,15142.63,15262.25,15071.78,15374.54,14991.07,15304.44
2018-02-15,14974.65,15147.09,14940.57,15205.11,14850.65,15087.54
2018-02-16,15346.95,15542.48,15262.95,15576.41,15238.15,15484.24
2018-02-19,15368.33,15543.38,15287.81,15614.55,15196.57,15481.54
2018-02-20,15386.69,15549.29,15275.8,15593.0,15227.08,15573.01
2018-02-21,15500.31,15624.69,15448.25,15776.2,15412.62,15659.94
2018-02-22,15576.61,15705.99,15504.47,15802.89,15465.84,15706.51
2018-02-23,15613.08,15808.23,15521.9,15806.32,15404.73,15744.25
2018-02-26,15491.7,15670.77,15355.23,15729.9,15348.78,15660.4
2018-02-27,15566.47,15720.92,15533.61,15773.47,15410.82,15709.04
2018-02-28,15863.79,16009.17,15745.52,16122.86,15731.38,16040.16
2018-03-01,16080.28,16175.93,15980.86,16392.55,15895.52,16138.37
2018-03-02,16340.15,16468.56,16270.16,16559.55,16149.31,16485.95
2018-03-05,16258.46,16483.2,16138.26,16513.14,16073.89,16371.77
2018-03-06,16099.97,16219.74,15971.38,16284.94,15920.55,16285.32
2018-03-07,16081.34,16248.24,15932.62,16337.16,15946.75,16259.72
2018-03-08,16091.91,16285.25,16034.65,16304.78,15892.98,16221.7
2018-03-09,16270.58,16392.45,16171.49,16494.31,16087.61,16450.72
2018-03-12,15999.12,16165.03,16012.8,16203.87,15781.89,16184.17
2018-03-13,16247.34,16440.29,16133.8,16514.84,16117.6,16379.74
2018-03-14,16223.31,16385.95,16112.3,16499.35,16102.32,16433.31
2018-03-15,16155.82,16410.06,16056.78,16398.92,15983.7,16284.06
2018-03-16,15994.73,16101.3,15922.54,16207.0,15825.25,16115.83
2018-03-19,15733.79,15924.45,15640.33,16019.82,15590.72,15886.91
2018-03-20,15865.43,16018.6,15805.53,16079.6,15753.56,15981.13
2018-03-21,15878.66,16061.96,15768.19,16048.18,15732.85,16008.4
2018-03-22,15676.71,15847.31,15555.01,15926.23,15498.07,15846.31
2018-03-23,15476.54,15608.61,15343.5,15674.49,15271.67,15600.95
2018-03-26,15426.2,15587.53,15280.47,15688.1,15237.54,15497.32
2018-03-27,15687.4,15785.98,15592.71,15910.75,15532.82,15824.42
2018-03-28,15648.29,15823.66,15560.63,15901.91,15471.3,15751.69
2018-03-29,15416.38,15579.73,15319.83,15690.84,15268.23,15566.39
2018-03-30,15380.08,15553.52,15341.42,15573.59,15209.27,15524.53
2018-04-02,15339.72,15525.58,15300.7,15552.46,15153.86,15507.58
2018-04-03,14933.05,15093.36,14848.39,15154.79,14748.57,15079.62
2018-04-04,14926.44,15080.12,14798.25,15196.23,14823.81,15078.4
2018-04-05,14893.5,15016.19,14802.15,15097.29,14771.04,14992.71
2018-04-06,14999.05,15127.67,14906.06,15206.2,14900.97,15143.16
2018-04-09,15280.48,15469.55,15184.0,15524.3,15144.18,15462.88
2018-04-10,15455.14,15654.09,15356.3,15669.13,15287.3,15557.5
2018-04-11,15415.18,15562.0,15317.96,15651.11,15301.83,15593.99
2018-04-12,15247.08,15400.95,15159.05,15428.47,15093.6,15352.3
2018-04-13,15646.09,15774.25,15547.98,15950.08,15496.54,15744.6
2018-04-16,15656.93,15850.22,15585.17,15849.58,15499.02,15791.46
2018-04-17,15660.68,15838.12,15593.66,15885.51,15411.77,15808.38
2018-04-18,15658.46,15875.84,15551.65,15892.32,15552.13,15812.28
2018-04-19,15691.08,15820.43,15652.51,15986.47,15549.58,15786.43
2018-04-20,15670.01,15814.87,15560.95,15863.54,15523.65,15808.99
2018-04-23,15581.93,15744.97,15453.61,15877.48,15424.19,15685.23
2018-04-24,15498.51,15673.53,15432.82,15754.45,15348.59,15576.34
2018-04-25,15494.98,15643.25,15392.17,15740.33,15321.52,15590.16
2018-04-26,15412.55,15539.76,15345.39,15613.38,15277.43,15512.7
2018-04-27,15304.6,15484.62,15154.5,15551.65,15111.54,15443.0
2018-04-30,15322.43,15497.75,15288.49,15530.09,15174.91,15480.32
2018-05-01,15284.94,15409.78,15229.07,15552.93,15149.26,15362.18
2018-05-02,15518.11,15715.36,15393.95,15720.75,15356.76,15653.18
2018-05-03,15113.65,15300.16,14993.38,15336.93,14973.72,15198.99
2018-05-04,15281.05,15437.96,15255.75,15493.29,15097.94,15422.52
2018-05-07,15474.2,15631.4,15374.01,15675.75,15289.57,15578.72
2018-05-08,15158.18,15326.56,15057.1,15408.02,15013.77,15247.57
2018-05-09,15107.83,15232.87,14963.82,15350.63,14977.26,15252.86
2018-05-10,15053.32,15204.76,14967.5,15315.52,14846.35,15156.08
2018-05-11,14844.42,14928.96,14763.43,15014.24,14711.47,14953.79
2018-05-14,14730.87,14904.0,14678.3,14983.19,14567.56,14783.32
2018-05-15,14569.64,14669.83,14456.02,14861.19,14418.32,14713.78
2018-05-16,14828.67,15021.55,14709.44,15037.71,14640.66,14971.65
2018-05-17,14969.57,15109.38,14908.22,15250.85,14794.38,15089.49
2018-05-18,15162.65,15307.85,15117.36,15382.1,15040.32,15237.62
2018-05-21,15273.99,15407.56,15149.63,15461.18,15122.26,15433.13
2018-05-22,15104.02,15246.36,15061.17,15321.35,14941.42,15204.73
2018-05-23,15026.51,15219.4,14952.5,15283.41,14872.74,15133.1
2018-05-24,15101.73,15177.61,15059.2,15302.94,14965.49,15292.38
2018-05-25,14919.79,15107.09,14843.09,15125.67,14783.73,15018.15
2018-05-28,15028.05,15188.49,14877.1,15271.31,14875.51,15170.58
2018-05-29,14993.47,15107.21,14913.95,15218.47,14876.31,15130.28
2018-05-30,14938.87,15056.14,14895.86,15180.43,14818.48,15070.04
2018-05-31,15046.97,15247.89,14944.84,15279.83,14908.94,15175.83
2018-06-01,15115.48,15238.05,15028.17,15356.71,14965.97,15247.78
2018-06-04,15062.52,15178.4,14981.9,15275.43,14931.69,15191.21
2018-06-05,15239.68,15426.74,15075.11,15475.34,15096.86,15360.02
2018-06-06,15077.33,15238.31,15052.34,15275.52,14958.54,15243.52
2018-06-07,15172.0,15295.26,15068.79,15438.67,15047.57,15253.54
2018-06-08,15263.78,15423.03,15202.9,15473.37,15080.05,15417.07
2018-06-11,15218.12,15339.08,15139.39,15480.75,15032.89,15364.9
2018-06-12,15269.36,15455.67,15231.42,15491.27,15095.25,15412.84
2018-06-13,15081.02,15263.85,15017.87,15313.33,14959.65,15235.36
2018-06-14,15222.54,15390.97,15139.28,15435.81,15022.33,15341.5
2018-06-15,15195.94,15358.89,15092.81,15393.0,15055.98,15260.71
2018-06-18,15118.23,15322.66,15066.76,15292.25,14978.01,15236.99
2018-06-19,15279.18,15431.97,15145.54,15476.12,15161.92,15371.13
2018-06-20,15173.46,15289.33,15117.19,15391.23,15027.2,15272.64
2018-06-21,14962.74,15125.82,14855.04,15193.52,14772.92,15045.26
2018-06-22,14733.1,14941.9,14696.34,14983.87,14557.5,14836.9
2018-06-25,14824.14,14942.3,14754.8,15033.29,14640.86,14925.05
2018-06-26,14637.0,14772.79,14582.67,14830.74,14474.89,14684.5
2018-06-27,14897.61,15058.99,14825.56,15078.09,14743.18,15037.65
2018-06-28,14592.12,14736.46,14468.01,14825.01,14412.18,14773.65
2018-06-29,14843.26,14962.53,14743.49,15106.97,14738.49,14980.0
2018-07-02,14876.1,15058.24,14821.73,15136.92,14687.91,14989.08
2018-07-03,14863.21,15080.81,14793.85,15107.26,14754.59,14980.49
2018-07-04,14783.92,14937.55,14744.92,15024.56,14671.12,14889.74
2018-07-05,14844.53,14966.13,14782.28,15117.59,14722.75,14965.96
2018-07-06,14840.42,14942.85,14737.53,15072.89,14671.43,14958.05
2018-07-09,15006.57,15164.37,14907.64,15251.06,14866.78,15101.38
2018-07-10,15025.22,15208.64,14953.19,15240.96,14836.58,15195.99
2018-07-11,15049.33,15214.12,14904.43,15234.07,14926.25,15124.96
2018-07-12,14996.2,15146.09,14971.41,15200.64,14844.02,15137.72
2018-07-13,14989.16,15121.39,14927.46,15213.73,14827.0,15106.04
2018-07-16,15036.88,15154.4,14998.59,15264.26,14849.7,15214.34
2018-07-17,14783.38,14955.9,14662.73,15062.09,14562.3,14911.73
2018-07-18,14586.87,14759.4,14550.25,14808.05,14410.71,14693.07
2018-07-19,14697.17,14798.7,14689.27,14952.27,14582.9,14807.46
2018-07-20,14723.77,14917.83,14611.26,14931.82,14564.67,14842.74
2018-07-23,14698.18,14862.04,14647.36,14909.49,14546.22,14782.17
2018-07-24,14702.36,14890.54,14628.88,14883.81,14574.61,14797.43
2018-07-25,14755.02,14862.97,14635.67,14954.44,14660.76,14820.39
2018-07-26,14677.07,14783.74,14618.15,14912.69,14569.19,14767.39
2018-07-27,14564.73,14706.04,14516.19,14783.42,14390.76,14683.99
2018-07-30,14594.74,14755.37,14504.22,14841.19,14392.09,14720.26
2018-07-31,14454.09,14650.57,14415.53,14676.15,14377.77,14512.51
2018-08-01,14514.68,14680.32,14393.72,14722.16,14435.4,14626.81
2018-08-02,14271.07,14406.85,14157.05,14546.45,14133.74,14401.32
2018-08-03,14420.14,14534.74,14351.98,14633.74,14239.3,14530.81
2018-08-06,14489.9,14670.45,14418.19,14740.95,14372.92,14587.45
2018-08-07,14528.5,14645.75,14435.04,14734.77,14380.08,14632.75
2018-08-08,14673.44,14867.97,14623.83,14914.37,14523.39,14774.96
2018-08-09,14921.36,15062.09,14862.6,15172.88,14798.84,15021.73
2018-08-10,15075.0,15273.7,15025.5,15307.41,14934.33,15200.84
2018-08-13,14801.51,14969.62,14723.85,14953.83,14618.39,14988.23
2018-08-14,14614.78,14756.92,14559.32,14834.53,14459.14,14709.96
2018-08-15,14525.2,14655.36,14439.63,14778.82,14399.15,14632.16
2018-08-16,14530.44,14665.84,14517.47,14763.73,14399.97,14645.18
2018-08-17,14607.32,14765.9,14510.54,14839.45,14468.9,14704.09
2018-08-20,14503.14,14650.41,14491.69,14670.73,14385.18,14651.02
2018-08-21,14531.7,14659.76,14460.06,14728.74,14375.87,14579.05
2018-08-22,14423.79,14563.25,14311.99,14652.01,14284.7,14523.86
2018-08-23,14337.29,14482.91,14304.83,14564.11,14097.12,14475.45
2018-08-24,14138.44,14219.63,14071.3,14384.86,13984.34,14243.23
2018-08-27,14009.91,14162.84,13963.71,14216.0,13891.21,14098.99
2018-08-28,13823.19,13934.34,13787.91,14041.76,13674.17,13945.96
2018-08-29,13690.32,13795.65,13631.12,13896.12,13540.65,13824.66
